Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Avg Best Ranks,Number of Identified Bugs,Number of identified buggy files,Hit@1,Hit@5,Hit@10,Number of hits@10,Avg Hit@10,Hit@15,Hit@20,Avg Hit@20,MRR,MAP,HIT@10 List
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,4,12.525,80,131,0.225,0.6625,0.725,58,0.5375,0.7375,0.7875,0.6275,0.3990183100741899,0.3422186524556081,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_States,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,1.28125,32,33,0.2875,0.4,0.4,32,0.3625,0.4,0.4,0.37749999999999995,0.34375,0.29177083333333337,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,1.4705882352941178,34,35,0.275,0.425,0.425,34,0.375,0.425,0.425,0.395,0.3416666666666667,0.2725148809523809,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,1.5555555555555556,36,38,0.275,0.45,0.45,36,0.39166666666666666,0.45,0.45,0.41500000000000004,0.35,0.285014880952381,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,7.222222222222222,18,18,0.1625,0.175,0.2,16,0.1791666666666667,0.2,0.2,0.1875,0.1723018790849673,0.1463766339869281,"['18', '19', '206', '256', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '1406']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,5.909090909090909,33,43,0.2375,0.3375,0.375,30,0.31666666666666665,0.375,0.375,0.33999999999999997,0.28894166403120386,0.2564886411553869,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '1406', '45']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,5.75,36,46,0.2375,0.375,0.4,32,0.3375000000000001,0.4125,0.4125,0.36750000000000005,0.2995011907500048,0.26095007759641,"['18', '19', '53', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '1406']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,4.405405405405405,37,38,0.2875,0.4,0.4375,35,0.375,0.4375,0.4375,0.4,0.34730187908496735,0.29523080065359475,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,4.68,50,62,0.3125,0.525,0.575,46,0.4708333333333334,0.5875,0.5875,0.5175,0.41757802766756746,0.3701727478473061,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,4.6923076923076925,52,65,0.3125,0.5625,0.6,48,0.4916666666666667,0.6125,0.6125,0.54,0.4187814937803078,0.3708206584044908,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering,All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,13.2375,80,129,0.2125,0.6375,0.725,58,0.525,0.7625,0.8125,0.63,0.3851407149394597,0.32778341560281155,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,13.3,80,130,0.225,0.6625,0.7375,59,0.5416666666666666,0.7875,0.8,0.6425000000000001,0.4067826155427093,0.35181342114073305,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,13.2375,80,130,0.25,0.65,0.725,58,0.5416666666666666,0.7875,0.8,0.6425000000000001,0.41487719080450997,0.3533268312762381,"['8', '18', '19', '53', '128', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,13.2625,80,129,0.2125,0.6375,0.725,58,0.525,0.7625,0.8,0.6275000000000001,0.3851033310834783,0.32774310643140475,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,13.325,80,130,0.225,0.6625,0.7375,59,0.5416666666666666,0.7875,0.8,0.6425000000000001,0.40670454983964355,0.3517237402146551,"['8', '18', '19', '53', '117', '128', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,13.2625,80,131,0.25,0.65,0.725,58,0.5416666666666666,0.7875,0.8,0.6425000000000001,0.4147919750942942,0.3543663639793737,"['8', '18', '19', '53', '128', '130', '135', '191', '206', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_States,NO,All_GUI_Component_IDs,None,2,1.375,32,33,0.2625,0.4,0.4,32,0.3541666666666667,0.4,0.4,0.37249999999999994,0.32916666666666666,0.26869791666666665,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,All_GUI_Component_IDs,None,3,1.5,34,35,0.275,0.425,0.425,34,0.375,0.425,0.425,0.395,0.340625,0.2585044642857143,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,All_GUI_Component_IDs,None,4,1.5277777777777777,36,38,0.275,0.45,0.45,36,0.39166666666666666,0.45,0.45,0.41500000000000004,0.353125,0.27725446428571426,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,2,7.944444444444445,18,18,0.15,0.175,0.2,16,0.17499999999999996,0.2,0.2,0.18499999999999997,0.16681645735217163,0.14088697017268445,"['18', '19', '206', '256', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '1406']"
Filtering,Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,3,6.151515151515151,33,43,0.225,0.35,0.375,30,0.31666666666666665,0.375,0.375,0.33999999999999997,0.2890087182971014,0.2528483140312284,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '1406', '45']"
Filtering,Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,4,6.055555555555555,36,46,0.225,0.375,0.4,32,0.3333333333333333,0.4125,0.4125,0.36500000000000005,0.3012593121968122,0.25937124366811865,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '1406', '45']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,2,4.756756756756757,37,38,0.25,0.4125,0.4375,35,0.3666666666666667,0.4375,0.4375,0.395,0.32931645735217163,0.26875155350601776,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,3,4.82,50,62,0.3125,0.5625,0.5875,47,0.4875,0.5875,0.5875,0.5275,0.4226198294082126,0.3642719251423395,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '45', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,4,4.903846153846154,52,65,0.275,0.575,0.5875,47,0.4791666666666667,0.6125,0.6125,0.5325,0.4144790091665092,0.36009094063781566,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering,All_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,2,13.2375,80,129,0.1875,0.6875,0.8,64,0.5583333333333333,0.8125,0.825,0.6625,0.4014909835735042,0.3439546168902796,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,3,13.325,80,130,0.175,0.6625,0.7625,61,0.5333333333333333,0.8,0.825,0.6449999999999999,0.40311720266121387,0.3483151121393669,"['8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,4,13.175,80,130,0.1625,0.6625,0.775,62,0.5333333333333333,0.8,0.825,0.6450000000000001,0.38971413357779483,0.34520888806525585,"['8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,2,13.25,80,129,0.1875,0.6875,0.8,64,0.5583333333333333,0.8125,0.825,0.6625,0.4014701502401709,0.34392496945438217,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,3,13.3375,80,130,0.175,0.6625,0.7625,61,0.5333333333333333,0.8,0.825,0.6449999999999999,0.40309636932788057,0.34828546470346944,"['8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,4,13.1875,80,131,0.1625,0.6625,0.775,62,0.5333333333333333,0.8,0.825,0.6450000000000001,0.38969330024446147,0.34696495491507273,"['8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_States,NO,GUI_State_and_All_GUI_Component_IDs,None,2,1.34375,32,33,0.275,0.4,0.4,32,0.3583333333333334,0.4,0.4,0.375,0.33541666666666664,0.26947916666666666,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,GUI_State_and_All_GUI_Component_IDs,None,3,1.5,34,35,0.275,0.425,0.425,34,0.375,0.425,0.425,0.395,0.340625,0.25616071428571424,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,GUI_State_and_All_GUI_Component_IDs,None,4,1.5,36,38,0.2875,0.45,0.45,36,0.3958333333333333,0.45,0.45,0.4175,0.359375,0.27855654761904763,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_All_GUI_Component_IDs,None,2,8.055555555555555,18,18,0.15,0.175,0.2,16,0.17499999999999996,0.2,0.2,0.18499999999999997,0.1662956240188383,0.14036613683935112,"['18', '19', '206', '256', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '1406']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_All_GUI_Component_IDs,None,3,6.2727272727272725,33,43,0.2375,0.35,0.375,30,0.3208333333333333,0.375,0.375,0.34249999999999997,0.2913668246005202,0.2565100060718267,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '1406', '45']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_All_GUI_Component_IDs,None,4,6.027777777777778,36,46,0.2375,0.375,0.4,32,0.3375000000000001,0.4125,0.4125,0.36750000000000005,0.3055206758331758,0.26389302397114894,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '1406', '45']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_State_and_All_GUI_Component_IDs,None,2,4.756756756756757,37,38,0.275,0.4125,0.4375,35,0.375,0.4375,0.4375,0.4,0.3412956240188383,0.2752619701726845,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_State_and_All_GUI_Component_IDs,None,3,4.9,50,62,0.325,0.5625,0.5875,47,0.4916666666666667,0.5875,0.5875,0.53,0.42601960237829795,0.36712632551627117,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '45', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_State_and_All_GUI_Component_IDs,None,4,4.865384615384615,52,65,0.3,0.575,0.5875,47,0.4875,0.6125,0.6125,0.5375,0.4249903728028729,0.3664095959408459,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']"
Filtering,All_GUI_Component_IDs,NO,GUI_State_and_All_GUI_Component_IDs,None,2,13.25,80,129,0.2375,0.675,0.7875,63,0.5666666666666668,0.8125,0.85,0.6725000000000001,0.42531045672171536,0.3618695505050935,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,GUI_State_and_All_GUI_Component_IDs,None,3,13.25,80,130,0.225,0.6875,0.7625,61,0.5583333333333332,0.7875,0.85,0.6625,0.42364155095751493,0.36557349144968565,"['8', '18', '19', '117', '128', '129', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,GUI_State_and_All_GUI_Component_IDs,None,4,13.1625,80,130,0.2125,0.6875,0.75,60,0.5499999999999999,0.8125,0.8375,0.6599999999999999,0.41059347070487623,0.3599966935594407,"['8', '18', '19', '117', '128', '129', '130', '135', '191', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,GUI_State_and_All_GUI_Component_IDs,None,2,13.2625,80,129,0.2375,0.675,0.7875,63,0.5666666666666668,0.8125,0.85,0.6725000000000001,0.42526450083936246,0.36181367782707496,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1640', '1150']"
