,Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Avg Best Ranks,Number of Identified Bugs,Number of identified buggy files,Hit@1,Hit@5,Hit@10,Number of hits@10,Avg Hit@10,Hit@15,Hit@20,Avg Hit@20,MRR,MAP,HIT@10 List,BugLocator HIT@10,BugLocator Avg HIT Between 1 and 5,SentenceBERT HIT@10,SentenceBERT Avg HIT Between 1 and 5,UnixCoder HIT@10,UnixCoder Avg HIT Between 1 and 5,Lucene HIT@10,Lucene Avg HIT Between 1 and 5,Average All Config HIT@10,Average All Config Avg HIT Between 1 and 5,BugLocator Rank,SentenceBERT Rank,UnixCoder Rank,Lucene Rank,Average All Config Rank
31,Filtering,GUI_States,NO,Interacted_GUI_Component_IDs,None,3,1.6764705882352942,34,35,0.25,0.425,0.425,34,0.3666666666666667,0.425,0.425,0.39,0.3197916666666666,0.2559077380952381,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.425,0.3375,0.425,0.3375,0.425,0.36875,0.425,0.3625,0.425,0.35156250000000006,234.0,271.0,235.0,224.0,375.0
32,Filtering,GUI_States,NO,Interacted_GUI_Component_IDs,None,4,1.6944444444444444,36,38,0.275,0.45,0.45,36,0.3916666666666666,0.45,0.45,0.415,0.3431249999999999,0.2777827380952381,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.45,0.36250000000000004,0.45,0.35625,0.45,0.38125,0.45,0.36875,0.45,0.3671875,222.0,248.0,218.0,211.0,348.0
33,Filtering,Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,2,6.0,17,17,0.1375,0.175,0.1875,15,0.1666666666666666,0.1875,0.2,0.1775,0.1587561274509804,0.1359436274509803,"['18', '19', '206', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '1406']",0.1875,0.15625,0.2125,0.16875,0.2,0.16249999999999998,0.2,0.1625,0.2,0.1625,279.0,308.0,283.0,268.0,434.0
34,Filtering,Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,3,5.78125,32,42,0.2375,0.3375,0.35,28,0.3083333333333333,0.3625,0.375,0.3324999999999999,0.287216209036062,0.2403722110201889,"['18', '19', '129', '206', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '1406']",0.35,0.2875,0.4,0.3125,0.375,0.2875,0.3625,0.30625,0.371875,0.2984375,263.0,285.0,264.0,251.0,413.0
35,Filtering,Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,4,5.8,35,45,0.2625,0.35,0.375,30,0.3291666666666666,0.4,0.4125,0.36,0.3090912090360619,0.2546522563716629,"['18', '19', '129', '206', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '1406']",0.375,0.30625,0.4375,0.325,0.4,0.3125,0.4,0.34375,0.40312499999999996,0.321875,256.0,262.0,257.0,237.0,396.0
36,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,2,4.027777777777778,36,37,0.2625,0.4,0.425,34,0.3625,0.425,0.4375,0.39,0.3214644607843137,0.263235294117647,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.425,0.33125000000000004,0.45,0.31875,0.4375,0.34375,0.4375,0.35,0.4375,0.3359375,235.0,253.0,231.0,220.0,362.0
37,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,3,4.673469387755102,49,61,0.325,0.5375,0.5625,45,0.475,0.575,0.5875,0.5175,0.413996512066365,0.3574585881846911,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.5625,0.43125,0.6125,0.43124999999999997,0.5875,0.4375,0.575,0.46875,0.5843750000000001,0.4421875,182.0,170.0,152.0,167.0,273.0
38,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,4,4.901960784313726,51,64,0.3375,0.525,0.575,46,0.4791666666666667,0.6,0.6125,0.53,0.4207913838612367,0.3604619173208327,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.575,0.43125,0.625,0.4375,0.6,0.4375,0.6,0.48125,0.6,0.44687499999999997,169.0,159.0,142.0,138.0,254.0
39,Filtering,All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,2,8.784810126582279,79,128,0.4125,0.6375,0.7125,57,0.5874999999999999,0.7625,0.8875,0.6824999999999999,0.5265565217161957,0.4327619632822104,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.7125,0.5249999999999999,0.7375,0.41875,0.725,0.40625,0.85,0.6,0.7562500000000001,0.48749999999999993,106.0,74.0,86.0,17.0,123.0
40,Filtering,All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,3,8.405063291139241,79,129,0.4375,0.6625,0.725,58,0.6083333333333334,0.775,0.8875,0.6975,0.544656026215909,0.4495098035674497,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.55,0.7375,0.42500000000000004,0.725,0.43125,0.875,0.59375,0.765625,0.5,88.0,72.0,82.0,4.0,99.0
41,Filtering,All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,4,8.620253164556962,79,129,0.4125,0.65,0.725,58,0.5958333333333333,0.775,0.875,0.6875,0.531266760521593,0.4406041942861149,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.53125,0.75,0.425,0.725,0.44375,0.85,0.59375,0.7625000000000001,0.4984375,91.0,63.0,80.0,18.0,102.0
42,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,2,8.79746835443038,79,128,0.4125,0.6375,0.7125,57,0.5874999999999999,0.7625,0.875,0.6799999999999999,0.5265267598114338,0.4323353759806231,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.7125,0.5249999999999999,0.7375,0.41875,0.725,0.40625,0.85,0.6,0.7562500000000001,0.48749999999999993,106.0,74.0,86.0,17.0,123.0
43,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,3,8.405063291139241,79,129,0.4375,0.6625,0.725,58,0.6083333333333334,0.775,0.8875,0.6975,0.544656026215909,0.4489889702341164,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.55,0.7375,0.42500000000000004,0.725,0.43125,0.875,0.59375,0.765625,0.5,88.0,72.0,82.0,4.0,99.0
44,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,4,8.620253164556962,79,130,0.4125,0.65,0.725,58,0.5958333333333333,0.775,0.875,0.6875,0.531266760521593,0.4421666942861149,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.53125,0.75,0.425,0.725,0.44375,0.85,0.59375,0.7625000000000001,0.4984375,91.0,63.0,80.0,18.0,102.0
45,Filtering,GUI_States,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,1.40625,32,33,0.275,0.4,0.4,32,0.3583333333333334,0.4,0.4,0.375,0.33125,0.2689583333333333,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.4,0.3375,0.4,0.325,0.4,0.34375,0.4,0.33125000000000004,0.4,0.33437500000000003,247.0,283.0,253.0,239.0,399.0
46,Filtering,GUI_States,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,1.6764705882352942,34,35,0.2625,0.425,0.425,34,0.3708333333333333,0.425,0.425,0.3925,0.325,0.2618973214285714,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.425,0.34375,0.425,0.33125,0.425,0.35,0.425,0.35624999999999996,0.425,0.34531249999999997,233.0,272.0,238.0,225.0,377.0
47,Filtering,GUI_States,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,1.6944444444444444,36,38,0.275,0.45,0.45,36,0.3916666666666666,0.45,0.45,0.415,0.3441666666666667,0.2834449404761904,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.45,0.36250000000000004,0.45,0.3375,0.45,0.36250000000000004,0.45,0.36875,0.45,0.3578125,222.0,251.0,221.0,211.0,350.0
48,Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,5.941176470588236,17,17,0.15,0.175,0.1875,15,0.1708333333333333,0.1875,0.2,0.18,0.1650061274509803,0.1390686274509804,"['18', '19', '206', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '1406']",0.1875,0.16249999999999998,0.2,0.15625,0.2,0.16875,0.2,0.1625,0.19687500000000002,0.1625,278.0,313.0,282.0,268.0,437.0
49,Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,5.75,32,42,0.25,0.3375,0.35,28,0.3125,0.3625,0.375,0.335,0.2954548453996983,0.2454858473838253,"['18', '19', '129', '206', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '1406']",0.35,0.29375,0.3875,0.30625,0.375,0.2875,0.3625,0.30625,0.36875,0.2984375,262.0,290.0,264.0,251.0,416.0
50,Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,5.857142857142857,35,45,0.2625,0.35,0.375,30,0.3291666666666666,0.4,0.4125,0.36,0.3109195889894419,0.2562487414837729,"['18', '19', '129', '206', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '1406']",0.375,0.30625,0.425,0.3125,0.4,0.30625,0.4,0.34375,0.4,0.3171875,256.0,276.0,258.0,237.0,404.0
51,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,3.9722222222222223,36,37,0.2625,0.4,0.425,34,0.3625,0.425,0.4375,0.39,0.3217769607843137,0.263547794117647,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.425,0.33125000000000004,0.4375,0.32499999999999996,0.4375,0.34375,0.4375,0.35,0.434375,0.3375,235.0,263.0,231.0,220.0,369.0
52,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,4.63265306122449,49,61,0.325,0.5375,0.5625,45,0.475,0.575,0.5875,0.5175,0.4176663838612368,0.3611284599795629,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.5625,0.43125,0.6,0.43124999999999997,0.575,0.41875,0.575,0.46875,0.578125,0.4375,182.0,180.0,170.0,167.0,287.0
53,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,4.941176470588236,51,64,0.3375,0.525,0.575,46,0.4791666666666667,0.6,0.6125,0.53,0.4213866219564749,0.3626903399398803,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.575,0.43125,0.625,0.42500000000000004,0.6,0.4375,0.6,0.48125,0.6,0.44375000000000003,169.0,161.0,142.0,138.0,255.0
54,Filtering,All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,8.987341772151899,79,128,0.4125,0.65,0.725,58,0.5958333333333333,0.8,0.8875,0.6950000000000001,0.5246782457177246,0.4363743741343699,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.725,0.53125,0.725,0.39375,0.725,0.425,0.85,0.59375,0.75625,0.4859375,91.0,86.0,83.0,18.0,130.0
55,Filtering,All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,8.49367088607595,79,129,0.425,0.675,0.7375,59,0.6125,0.8125,0.875,0.7050000000000001,0.540955966052904,0.4477957929747046,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7375,0.55,0.725,0.4125,0.7375,0.44375,0.85,0.6,0.7625000000000001,0.5015625,72.0,83.0,66.0,17.0,101.0
56,Filtering,All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,8.594936708860759,79,129,0.425,0.6625,0.725,58,0.6041666666666666,0.8125,0.875,0.7,0.54007385365125,0.4472385341799162,"['2', '8', '10', '18', '19', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.725,0.54375,0.7375,0.42500000000000004,0.725,0.45,0.85,0.6,0.759375,0.5046875,89.0,72.0,79.0,17.0,107.0
57,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,9.0126582278481,79,128,0.4125,0.65,0.725,58,0.5958333333333333,0.8,0.875,0.6925000000000001,0.5246155890761206,0.4359148920959406,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.725,0.53125,0.725,0.39375,0.725,0.425,0.85,0.59375,0.75625,0.4859375,91.0,86.0,83.0,18.0,130.0
58,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,8.518987341772151,79,129,0.425,0.675,0.7375,59,0.6125,0.8125,0.8625,0.7025,0.5409069733789112,0.4475235860149977,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7375,0.55,0.725,0.4125,0.7375,0.44375,0.85,0.6,0.7625000000000001,0.5015625,72.0,83.0,66.0,17.0,101.0
59,Filtering,GUI_State_and_All_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,8.594936708860759,79,130,0.425,0.6625,0.725,58,0.6041666666666666,0.8125,0.875,0.7,0.54007385365125,0.450140319894202,"['2', '8', '10', '18', '19', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.725,0.54375,0.7375,0.42500000000000004,0.725,0.45,0.85,0.6,0.759375,0.5046875,89.0,72.0,79.0,17.0,107.0
60,Filtering,GUI_States,NO,All_GUI_Component_IDs,None,2,1.34375,32,33,0.2625,0.4,0.4,32,0.3541666666666667,0.4,0.4,0.3724999999999999,0.33125,0.273125,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.4,0.33125000000000004,0.4,0.33125000000000004,0.4,0.33125000000000004,0.4,0.31875,0.4,0.328125,248.0,282.0,255.0,240.0,402.0
61,Filtering,GUI_States,NO,All_GUI_Component_IDs,None,3,1.5294117647058822,34,35,0.2625,0.425,0.425,34,0.3708333333333333,0.425,0.425,0.3925,0.3333333333333333,0.2576190476190476,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.425,0.34375,0.425,0.3375,0.425,0.35,0.425,0.34375,0.425,0.34375,233.0,271.0,238.0,226.0,378.0
62,Filtering,GUI_States,NO,All_GUI_Component_IDs,None,4,1.6944444444444444,36,38,0.2375,0.45,0.45,36,0.3791666666666666,0.45,0.45,0.4075,0.328125,0.2638690476190476,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.45,0.34375,0.45,0.3375,0.45,0.36250000000000004,0.45,0.35,0.45,0.34843750000000007,225.0,251.0,221.0,213.0,352.0
63,Filtering,Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,2,4.941176470588236,17,17,0.1625,0.1875,0.2,16,0.1833333333333333,0.2,0.2,0.19,0.1772882513661202,0.1513524590163934,"['18', '19', '206', '256', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '1406']",0.2,0.175,0.2,0.1625,0.2,0.16249999999999998,0.2,0.18125,0.2,0.1703125,276.0,312.0,283.0,266.0,432.0
64,Filtering,Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,3,5.21875,32,42,0.2625,0.35,0.3625,29,0.325,0.375,0.375,0.345,0.3064072989851678,0.2567463082227426,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '1406']",0.3625,0.30625,0.4,0.3,0.375,0.2875,0.3625,0.31875,0.375,0.303125,258.0,287.0,264.0,249.0,412.0
65,Filtering,Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,4,5.371428571428571,35,45,0.275,0.375,0.3875,31,0.3458333333333334,0.4,0.4125,0.37,0.3268904720620909,0.2711119443227537,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '1406']",0.3875,0.325,0.4375,0.3125,0.4,0.3,0.4,0.33125000000000004,0.40625,0.3171875,253.0,265.0,259.0,239.0,394.0
66,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,2,3.25,36,37,0.25,0.425,0.4375,35,0.3708333333333333,0.4375,0.4375,0.3975,0.3356215846994536,0.2773941256830601,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.4375,0.3375,0.4375,0.33125,0.4375,0.33125,0.4375,0.35624999999999996,0.4375,0.3390625,228.0,261.0,232.0,219.0,361.0
67,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,3,4.285714285714286,49,61,0.2875,0.55,0.575,46,0.4708333333333334,0.5875,0.5875,0.5175,0.4104938374467062,0.3513983228747572,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.575,0.41875,0.6125,0.425,0.5875,0.4375,0.575,0.45625,0.5874999999999999,0.434375,172.0,172.0,152.0,169.0,267.0
68,Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,4,4.568627450980392,51,64,0.275,0.5625,0.5875,47,0.475,0.6,0.6125,0.5275000000000001,0.4105717907434096,0.3536705966079685,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.5875,0.41875,0.6375,0.41874999999999996,0.5875,0.425,0.6,0.44999999999999996,0.603125,0.428125,161.0,151.0,155.0,143.0,249.0
69,Filtering,All_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,2,9.810126582278482,79,128,0.325,0.7125,0.8,64,0.6125,0.825,0.85,0.7025,0.4876632538652005,0.4321056492641413,"['2', '8', '10', '18', '19', '128', '129', '130', '191', '206', '209', '256', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '54', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640', '1150']",0.8,0.51875,0.7125,0.42500000000000004,0.8,0.4375,0.85,0.58125,0.790625,0.49062500000000003,24.0,94.0,4.0,20.0,73.0
70,Filtering,All_GUI_Component_IDs,NO,All_GUI_Component_IDs,None,3,10.620253164556962,79,129,0.3,0.725,0.8,64,0.6083333333333333,0.8375,0.8625,0.7050000000000001,0.4733650313505686,0.4131602562437301,"['2', '8', '10', '18', '19', '128', '129', '130', '191', '206', '209', '256', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '54', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '271', '1406', '1640']",0.8,0.5125,0.7125,0.41875,0.7625,0.41874999999999996,0.825,0.55,0.7750000000000001,0.475,25.0,95.0,42.0,44.0,88.0
